,Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,MeanRoomsSquare,AreaRatio,MonthSale,AgeBuilding,WeekdaySale,StreetType,Weekend
8112,Murrumbeena,4,house,1656000.0,S,other,2017-05-06,12.1,3163,4.0,2.0,2.0,651.0,199.0,Glen Eira,-37.8879,145.0768,Southern Metropolitan,4442.0,19.9,-0.5317647058823529,5,77.0,5,St,1
8113,Murrumbeena,2,house,707000.0,S,Gary,2017-04-08,12.1,3163,2.0,1.0,1.0,646.0,92.0,Glen Eira,-37.8949,145.072,Southern Metropolitan,4442.0,18.4,-0.7506775067750677,4,47.0,5,St,1
8114,Murrumbeena,2,unit,770000.0,PI,Buxton,2017-05-13,12.1,3163,2.0,1.0,3.0,194.0,126.0,Glen Eira,-37.8953,145.0731,Southern Metropolitan,4442.0,25.2,-0.2125,5,47.0,5,St,1
8115,Murrumbeena,2,unit,582000.0,S,Gary,2017-05-13,12.1,3163,2.0,1.0,2.0,1113.0,93.0,Glen Eira,-37.8892,145.0664,Southern Metropolitan,4442.0,18.6,-0.845771144278607,5,7.0,5,Rd,1
8116,Murrumbeena,2,unit,490000.0,SP,Buxton,2017-05-20,12.1,3163,2.0,1.0,1.0,0.0,126.0,Glen Eira,-37.9025,145.066,Southern Metropolitan,4442.0,25.2,1.0,5,47.0,5,Rd,1
8117,Murrumbeena,3,house,1255000.0,S,hockingstuart,2017-04-22,12.1,3163,3.0,1.0,2.0,557.0,108.0,Glen Eira,-37.9059,145.0733,Southern Metropolitan,4442.0,15.428571428571429,-0.675187969924812,4,67.0,5,St,1
8118,Murrumbeena,2,unit,420500.0,S,Woodards,2017-04-22,12.1,3163,2.0,1.0,1.0,0.0,126.0,Glen Eira,-37.8913,145.0673,Southern Metropolitan,4442.0,25.2,1.0,4,47.0,5,St,1
8119,Murrumbeena,1,unit,261000.0,PI,Woodards,2017-04-22,12.1,3163,1.0,1.0,1.0,0.0,126.0,Glen Eira,-37.8867,145.0699,Southern Metropolitan,4442.0,42.0,1.0,4,57.0,5,Rd,1
8120,Murrumbeena,2,unit,535000.0,PI,Fletchers,2017-04-22,12.1,3163,2.0,1.0,1.0,77.0,77.0,Glen Eira,-37.8999,145.0643,Southern Metropolitan,4442.0,15.4,0.0,4,47.0,5,Rd,1
8121,Murrumbeena,2,unit,586000.0,SP,Fletchers,2017-04-29,12.1,3163,2.0,2.0,1.0,0.0,75.0,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442.0,12.5,1.0,4,4.0,5,Rd,1
8122,Murrumbeena,2,unit,926000.0,S,hockingstuart,2017-04-29,12.1,3163,2.0,1.0,2.0,308.0,126.0,Glen Eira,-37.8907,145.0761,Southern Metropolitan,4442.0,25.2,-0.41935483870967744,4,9.0,5,St,1
8123,Newport,4,house,1230000.0,SP,other,2017-05-06,8.4,3015,4.0,2.0,1.0,402.0,146.0,Hobsons Bay,-37.8433,144.8774,Western Metropolitan,5498.0,14.6,-0.46715328467153283,5,92.0,5,St,1
8124,Newport,4,house,1560000.0,S,Village,2017-05-06,8.4,3015,4.0,2.0,3.0,480.0,235.0,Hobsons Bay,-37.8439,144.8733,Western Metropolitan,5498.0,23.5,-0.34265734265734266,5,77.0,5,St,1
8125,Newport,3,house,2000000.0,S,Sweeney,2017-05-06,8.4,3015,3.0,1.0,2.0,1070.0,126.0,Hobsons Bay,-37.836,144.8784,Western Metropolitan,5498.0,18.0,-0.7892976588628763,5,47.0,5,St,1
8126,Newport,2,house,820000.0,S,RT,2017-05-06,8.4,3015,2.0,1.0,1.0,342.0,126.0,Hobsons Bay,-37.8425,144.8766,Western Metropolitan,5498.0,25.2,-0.46153846153846156,5,47.0,5,St,1
8127,Newport,3,house,1530000.0,S,Greg,2017-04-08,8.4,3015,3.0,1.0,2.0,588.0,126.0,Hobsons Bay,-37.8485,144.8909,Western Metropolitan,5498.0,18.0,-0.6470588235294118,4,47.0,5,other,1
8128,Newport,3,house,1400000.0,SP,Raine,2017-04-08,8.4,3015,3.0,1.0,4.0,644.0,126.0,Hobsons Bay,-37.8457,144.8924,Western Metropolitan,5498.0,18.0,-0.6727272727272727,4,47.0,5,Pde,1
8129,Newport,3,house,1200000.0,S,Williams,2017-04-08,8.4,3015,3.0,1.0,0.0,484.0,126.0,Hobsons Bay,-37.8437,144.8809,Western Metropolitan,5498.0,18.0,-0.5868852459016394,4,47.0,5,St,1
8130,Newport,3,house,1325500.0,S,hockingstuart,2017-04-08,8.4,3015,3.0,2.0,0.0,367.0,126.0,Hobsons Bay,-37.844,144.889,Western Metropolitan,5498.0,15.75,-0.48884381338742394,4,47.0,5,St,1
8131,Newport,2,house,890000.0,S,Sweeney,2017-04-08,8.4,3015,2.0,1.0,0.0,165.0,9.0,Hobsons Bay,-37.8415,144.884,Western Metropolitan,5498.0,1.8,-0.896551724137931,4,47.0,5,St,1
8132,Newport,3,house,975000.0,S,RT,2017-05-13,8.4,3015,3.0,2.0,2.0,333.0,192.0,Hobsons Bay,-37.8334,144.8673,Western Metropolitan,5498.0,24.0,-0.26857142857142857,5,7.0,5,Rd,1
8133,Newport,5,house,1820000.0,SP,Sweeney,2017-05-13,8.4,3015,5.0,2.0,7.0,760.0,229.0,Hobsons Bay,-37.8437,144.865,Western Metropolitan,5498.0,19.083333333333332,-0.5369059656218402,5,82.0,5,St,1
8134,Newport,3,townhouse,900000.0,S,Greg,2017-05-13,8.4,3015,3.0,2.0,2.0,575.0,128.0,Hobsons Bay,-37.8389,144.8666,Western Metropolitan,5498.0,16.0,-0.635846372688478,5,0.0,5,St,1
8135,Newport,3,house,1410000.0,SP,Williams,2017-05-20,8.4,3015,3.0,2.0,2.0,315.0,126.0,Hobsons Bay,-37.8496,144.8868,Western Metropolitan,5498.0,15.75,-0.42857142857142855,5,47.0,5,Pl,1
8136,Newport,1,house,1700000.0,S,Jas,2017-05-20,8.4,3015,1.0,1.0,0.0,622.0,126.0,Hobsons Bay,-37.8497,144.8903,Western Metropolitan,5498.0,42.0,-0.6631016042780749,5,47.0,5,St,1
8137,Newport,4,house,956000.0,S,Sweeney,2017-04-22,8.4,3015,4.0,2.0,4.0,540.0,113.0,Hobsons Bay,-37.8339,144.8716,Western Metropolitan,5498.0,11.3,-0.6539050535987749,4,47.0,5,Rd,1
8138,Newport,2,house,1215000.0,SP,Jas,2017-04-22,8.4,3015,2.0,1.0,2.0,482.0,126.0,Hobsons Bay,-37.8358,144.8803,Western Metropolitan,5498.0,25.2,-0.5855263157894737,4,47.0,5,St,1
8139,Newport,3,house,828000.0,SP,Jas,2017-04-22,8.4,3015,3.0,1.0,2.0,459.0,126.0,Hobsons Bay,-37.8415,144.8698,Western Metropolitan,5498.0,18.0,-0.5692307692307692,4,47.0,5,Rd,1
8140,Newport,4,house,1650000.0,S,Greg,2017-04-22,8.4,3015,4.0,1.0,4.0,837.0,173.0,Hobsons Bay,-37.837,144.8772,Western Metropolitan,5498.0,19.22222222222222,-0.6574257425742575,4,87.0,5,St,1
8141,Newport,4,house,2337000.0,S,Williams,2017-04-29,8.4,3015,4.0,2.0,3.0,580.0,222.0,Hobsons Bay,-37.8477,144.8903,Western Metropolitan,5498.0,22.2,-0.4463840399002494,4,127.0,5,other,1
8142,Newport,3,house,1370000.0,S,Jas,2017-04-29,8.4,3015,3.0,1.0,3.0,752.0,126.0,Hobsons Bay,-37.8481,144.8721,Western Metropolitan,5498.0,18.0,-0.7129840546697038,4,47.0,5,St,1
8143,Newport,2,house,1070000.0,S,Jas,2017-04-29,8.4,3015,2.0,1.0,3.0,480.0,126.0,Hobsons Bay,-37.8431,144.8919,Western Metropolitan,5498.0,25.2,-0.5841584158415841,4,47.0,5,St,1
8144,Newport,3,house,1075000.0,SP,Raine,2017-04-29,8.4,3015,3.0,1.0,0.0,452.0,146.0,Hobsons Bay,-37.8402,144.8886,Western Metropolitan,5498.0,20.857142857142858,-0.5117056856187291,4,67.0,5,St,1
8145,Newport,3,house,1100000.0,PI,Sweeney,2017-04-29,8.4,3015,3.0,1.0,6.0,761.0,126.0,Hobsons Bay,-37.8464,144.865,Western Metropolitan,5498.0,18.0,-0.7158962795941376,4,47.0,5,St,1
8146,Niddrie,3,house,1312000.0,S,Brad,2017-05-06,11.2,3042,3.0,1.0,1.0,650.0,126.0,Moonee Valley,-37.7375,144.8885,Western Metropolitan,2291.0,18.0,-0.6752577319587629,5,47.0,5,Rd,1
8147,Niddrie,3,house,960000.0,S,Nelson,2017-05-06,11.2,3042,3.0,1.0,2.0,626.0,126.0,Moonee Valley,-37.7421,144.8851,Western Metropolitan,2291.0,18.0,-0.6648936170212766,5,47.0,5,St,1
8148,Niddrie,3,house,935000.0,S,Purplebricks,2017-05-06,11.2,3042,3.0,1.0,2.0,657.0,126.0,Moonee Valley,-37.7356,144.8859,Western Metropolitan,2291.0,18.0,-0.6781609195402298,5,47.0,5,Rd,1
8149,Niddrie,3,house,810000.0,S,Barry,2017-04-08,11.2,3042,3.0,2.0,1.0,297.0,139.0,Moonee Valley,-37.738,144.8865,Western Metropolitan,2291.0,17.375,-0.3623853211009174,4,62.0,5,St,1
8150,Niddrie,3,house,1200000.0,S,Brad,2017-04-08,11.2,3042,3.0,1.0,1.0,650.0,126.0,Moonee Valley,-37.7436,144.8856,Western Metropolitan,2291.0,18.0,-0.6752577319587629,4,47.0,5,St,1
8151,Niddrie,3,house,850000.0,PI,Barry,2017-04-08,11.2,3042,3.0,2.0,2.0,795.0,126.0,Moonee Valley,-37.736,144.8771,Western Metropolitan,2291.0,15.75,-0.7263843648208469,4,47.0,5,Av,1
8152,Niddrie,3,house,944000.0,S,Barry,2017-05-13,11.2,3042,3.0,1.0,2.0,597.0,126.0,Moonee Valley,-37.7473,144.8905,Western Metropolitan,2291.0,18.0,-0.6514522821576764,5,47.0,5,Rd,1
8153,Niddrie,2,unit,510000.0,VB,Barry,2017-05-20,11.2,3042,2.0,1.0,1.0,167.0,69.0,Moonee Valley,-37.7343,144.8824,Western Metropolitan,2291.0,13.8,-0.4152542372881356,5,4.0,5,Rd,1
8154,Niddrie,1,unit,325000.0,PI,Nelson,2017-05-20,11.2,3042,1.0,1.0,1.0,710.0,58.0,Moonee Valley,-37.7355,144.8874,Western Metropolitan,2291.0,19.333333333333332,-0.8489583333333334,5,2.0,5,Rd,1
8155,Niddrie,3,townhouse,800000.0,PI,Barry,2017-04-29,11.2,3042,3.0,2.0,2.0,202.0,151.0,Moonee Valley,-37.7418,144.8833,Western Metropolitan,2291.0,18.875,-0.14447592067988668,4,2.0,5,St,1
8156,Niddrie,3,house,1450000.0,PI,Barry,2017-04-29,11.2,3042,3.0,1.0,1.0,650.0,126.0,Moonee Valley,-37.7368,144.8886,Western Metropolitan,2291.0,18.0,-0.6752577319587629,4,47.0,5,Rd,1
8157,Niddrie,3,unit,500000.0,SP,Nelson,2017-04-29,11.2,3042,3.0,1.0,1.0,1218.0,94.0,Moonee Valley,-37.736,144.8886,Western Metropolitan,2291.0,13.428571428571429,-0.8567073170731707,4,5.0,5,Rd,1
8158,Niddrie,1,house,1405000.0,S,Barry,2017-04-29,11.2,3042,1.0,1.0,0.0,649.0,126.0,Moonee Valley,-37.7356,144.8799,Western Metropolitan,2291.0,42.0,-0.6748387096774193,4,47.0,5,St,1
8159,Northcote,2,house,1343000.0,S,Jellis,2017-05-06,5.5,3070,2.0,1.0,1.0,263.0,126.0,Darebin,-37.777,144.99200000000005,Northern Metropolitan,11364.0,25.2,-0.35218508997429304,5,47.0,5,St,1
8160,Northcote,2,unit,680000.0,SP,McGrath,2017-05-06,5.5,3070,2.0,2.0,1.0,1106.0,70.0,Darebin,-37.7679,144.9994,Northern Metropolitan,11364.0,11.666666666666666,-0.8809523809523809,5,8.0,5,St,1
8161,Northcote,2,house,695000.0,S,Barry,2017-04-08,5.5,3070,2.0,1.0,1.0,120.0,126.0,Darebin,-37.7715,145.0075,Northern Metropolitan,11364.0,25.2,0.024390243902439025,4,42.0,5,St,1
8162,Northcote,2,unit,420000.0,VB,McGrath,2017-04-08,5.5,3070,2.0,1.0,1.0,1000.0,126.0,Darebin,-37.7836,145.0139,Northern Metropolitan,11364.0,25.2,-0.7761989342806395,4,47.0,5,Rd,1
8163,Northcote,3,house,1300000.0,SP,Jellis,2017-04-08,5.5,3070,3.0,1.0,0.0,191.0,108.0,Darebin,-37.7717,144.995,Northern Metropolitan,11364.0,15.428571428571429,-0.27759197324414714,4,102.0,5,St,1
8164,Northcote,2,house,995000.0,PI,Purplebricks,2017-04-08,5.5,3070,2.0,1.0,2.0,228.0,110.0,Darebin,-37.7634,144.9985,Northern Metropolitan,11364.0,22.0,-0.34911242603550297,4,13.0,5,St,1
8165,Northcote,5,house,1750000.0,PI,Nelson,2017-05-13,5.5,3070,5.0,2.0,0.0,406.0,225.0,Darebin,-37.7751,145.0099,Northern Metropolitan,11364.0,18.75,-0.2868462757527734,5,117.0,5,St,1
8166,Northcote,4,house,1822000.0,S,Nelson,2017-05-13,5.5,3070,4.0,1.0,8.0,728.0,126.0,Darebin,-37.7825,145.0072,Northern Metropolitan,11364.0,14.0,-0.7049180327868853,5,117.0,5,St,1
8167,Northcote,1,unit,280000.0,VB,other,2017-05-13,5.5,3070,1.0,1.0,1.0,0.0,126.0,Darebin,-37.7827,145.0113,Northern Metropolitan,11364.0,42.0,1.0,5,47.0,5,St,1
8168,Northcote,2,house,1100000.0,SP,Jellis,2017-05-20,5.5,3070,2.0,1.0,1.0,189.0,126.0,Darebin,-37.7767,144.9924,Northern Metropolitan,11364.0,25.2,-0.2,5,47.0,5,St,1
8169,Northcote,3,house,1610000.0,SP,Nelson,2017-05-20,5.5,3070,3.0,2.0,1.0,411.0,126.0,Darebin,-37.7744,145.0077,Northern Metropolitan,11364.0,15.75,-0.5307262569832403,5,47.0,5,St,1
8170,Northcote,2,house,970000.0,PI,LITTLE,2017-05-20,5.5,3070,2.0,1.0,1.0,326.0,126.0,Darebin,-37.7681,145.0119,Northern Metropolitan,11364.0,25.2,-0.4424778761061947,5,47.0,5,Rd,1
8171,Northcote,2,house,970000.0,S,McGrath,2017-05-20,5.5,3070,2.0,2.0,1.0,173.0,126.0,Darebin,-37.7806,145.0097,Northern Metropolitan,11364.0,21.0,-0.15719063545150502,5,47.0,5,Rd,1
8172,Northcote,4,house,2990000.0,S,McGrath,2017-04-22,5.5,3070,4.0,1.0,2.0,557.0,126.0,Darebin,-37.7721,145.0004,Northern Metropolitan,11364.0,14.0,-0.6310395314787701,4,47.0,5,St,1
8173,Northcote,2,house,1050000.0,S,Jellis,2017-04-29,5.5,3070,2.0,1.0,1.0,181.0,85.0,Darebin,-37.7659,144.9903,Northern Metropolitan,11364.0,17.0,-0.3609022556390977,4,92.0,5,Rd,1
8174,Northcote,2,house,1290000.0,S,Nelson,2017-04-29,5.5,3070,2.0,1.0,0.0,259.0,126.0,Darebin,-37.7741,145.0073,Northern Metropolitan,11364.0,25.2,-0.34545454545454546,4,47.0,5,St,1
8175,Northcote,2,unit,471250.0,S,McGrath,2017-04-29,5.5,3070,2.0,1.0,1.0,1000.0,126.0,Darebin,-37.7836,145.0139,Northern Metropolitan,11364.0,25.2,-0.7761989342806395,4,47.0,5,Rd,1
8176,Northcote,3,house,1235000.0,S,Ray,2017-04-29,5.5,3070,3.0,1.0,1.0,534.0,127.0,Darebin,-37.7677,145.0142,Northern Metropolitan,11364.0,18.142857142857142,-0.6157337367624811,4,57.0,5,St,1
8177,Oak Park,2,townhouse,600000.0,S,Nelson,2017-05-06,11.5,3046,2.0,1.0,1.0,161.0,112.0,Moreland,-37.712,144.9175,Northern Metropolitan,2651.0,22.4,-0.1794871794871795,5,2.0,5,St,1
8178,Oak Park,3,house,955000.0,S,other,2017-04-08,11.5,3046,3.0,1.0,2.0,690.0,126.0,Moreland,-37.7167,144.9127,Northern Metropolitan,2651.0,18.0,-0.6911764705882353,4,67.0,5,Gr,1
8179,Oak Park,3,unit,601000.0,SP,Barry,2017-04-08,11.5,3046,3.0,1.0,2.0,220.0,90.0,Moreland,-37.7131,144.9091,Northern Metropolitan,2651.0,12.857142857142858,-0.41935483870967744,4,27.0,5,Av,1
8180,Oak Park,3,house,755000.0,SP,Eview,2017-04-08,11.5,3046,3.0,2.0,1.0,341.0,170.0,Moreland,-37.7166,144.9104,Northern Metropolitan,2651.0,21.25,-0.33463796477495106,4,14.0,5,St,1
8181,Oak Park,3,house,1400000.0,VB,Stockdale,2017-05-13,11.5,3046,3.0,1.0,3.0,730.0,126.0,Moreland,-37.7167,144.9216,Northern Metropolitan,2651.0,18.0,-0.705607476635514,5,47.0,5,Rd,1
8182,Oak Park,5,house,1005000.0,S,Brad,2017-05-20,11.5,3046,5.0,3.0,2.0,647.0,126.0,Moreland,-37.719,144.9254,Northern Metropolitan,2651.0,9.692307692307692,-0.6739974126778784,5,47.0,5,St,1
8183,Oak Park,4,house,860000.0,PI,Jellis,2017-05-20,11.5,3046,4.0,2.0,2.0,301.0,126.0,Moreland,-37.7149,144.9153,Northern Metropolitan,2651.0,12.6,-0.4098360655737705,5,47.0,5,Rd,1
8184,Oak Park,5,house,1306000.0,S,Eview,2017-05-20,11.5,3046,5.0,3.0,3.0,700.0,126.0,Moreland,-37.7206,144.9194,Northern Metropolitan,2651.0,9.692307692307692,-0.6949152542372882,5,47.0,5,St,1
8185,Oak Park,4,house,1250000.0,S,other,2017-04-29,11.5,3046,4.0,2.0,3.0,568.0,126.0,Moreland,-37.7136,144.92700000000005,Northern Metropolitan,2651.0,12.6,-0.6368876080691642,4,47.0,5,Rd,1
8186,Oak Park,3,unit,648000.0,S,Nelson,2017-04-29,11.5,3046,3.0,1.0,1.0,0.0,94.0,Moreland,-37.7188,144.9243,Northern Metropolitan,2651.0,13.428571428571429,1.0,4,19.0,5,Gr,1
8187,Oakleigh,4,house,2525000.0,S,Barry,2017-04-08,14.0,3166,4.0,2.0,0.0,1143.0,126.0,Monash,-37.8952,145.0928,Southern Metropolitan,3224.0,12.6,-0.8014184397163121,4,47.0,5,St,1
8188,Oakleigh,4,house,1615000.0,S,Woodards,2017-04-08,14.0,3166,4.0,2.0,2.0,537.0,199.0,Monash,-37.91,145.096,Southern Metropolitan,3224.0,19.9,-0.4592391304347826,4,97.0,5,St,1
8189,Oakleigh,3,unit,655000.0,PI,Ray,2017-05-13,14.0,3166,3.0,1.0,2.0,160.0,104.0,Monash,-37.8946,145.0944,Southern Metropolitan,3224.0,14.857142857142858,-0.21212121212121213,5,47.0,5,Rd,1
8190,Oakleigh,5,house,1351000.0,S,Ray,2017-05-13,14.0,3166,5.0,3.0,2.0,707.0,175.0,Monash,-37.9098,145.097,Southern Metropolitan,3224.0,13.461538461538462,-0.6031746031746031,5,62.0,5,St,1
8191,Oakleigh,3,house,1205000.0,S,other,2017-05-13,14.0,3166,3.0,2.0,1.0,570.0,126.0,Monash,-37.9066,145.0869,Southern Metropolitan,3224.0,15.75,-0.6379310344827587,5,47.0,5,St,1
8192,Oakleigh,2,house,676000.0,S,Ray,2017-05-20,14.0,3166,2.0,1.0,2.0,257.0,126.0,Monash,-37.9067,145.0921,Southern Metropolitan,3224.0,25.2,-0.34203655352480417,5,47.0,5,Ct,1
8193,Oakleigh,4,house,1145000.0,S,Ray,2017-04-22,14.0,3166,4.0,2.0,2.0,538.0,126.0,Monash,-37.895,145.1014,Southern Metropolitan,3224.0,12.6,-0.6204819277108434,4,47.0,5,Ct,1
8194,Oakleigh,4,house,1600000.0,PI,Ray,2017-04-29,14.0,3166,4.0,3.0,4.0,691.0,213.0,Monash,-37.8999,145.0993,Southern Metropolitan,3224.0,19.363636363636363,-0.5287610619469026,4,67.0,5,Rd,1
8195,Oakleigh,4,house,1840000.0,S,Woodards,2017-04-29,14.0,3166,4.0,2.0,2.0,598.0,222.0,Monash,-37.898,145.0928,Southern Metropolitan,3224.0,22.2,-0.4585365853658537,4,117.0,5,St,1
8196,Ormond,3,house,1300000.0,S,Buxton,2017-05-06,11.8,3204,3.0,2.0,2.0,670.0,126.0,Glen Eira,-37.9067,145.053,Southern Metropolitan,3578.0,15.75,-0.6834170854271356,5,90.0,5,Rd,1
8197,Ormond,5,house,2250000.0,S,Buxton,2017-04-08,11.8,3204,5.0,2.0,2.0,699.0,228.0,Glen Eira,-37.908,145.0502,Southern Metropolitan,3578.0,19.0,-0.5080906148867314,4,92.0,5,St,1
8198,Ormond,2,unit,437500.0,S,Woodards,2017-04-08,11.8,3204,2.0,1.0,1.0,0.0,74.0,Glen Eira,-37.9023,145.0461,Southern Metropolitan,3578.0,14.8,1.0,4,47.0,5,St,1
8199,Ormond,3,unit,960000.0,S,hockingstuart,2017-05-13,11.8,3204,3.0,2.0,2.0,199.0,167.0,Glen Eira,-37.9034,145.0409,Southern Metropolitan,3578.0,20.875,-0.08743169398907104,5,22.0,5,Rd,1
8200,Ormond,4,house,1486000.0,S,Buxton,2017-05-13,11.8,3204,4.0,2.0,1.0,618.0,126.0,Glen Eira,-37.9051,145.0473,Southern Metropolitan,3578.0,12.6,-0.6612903225806451,5,47.0,5,Rd,1
8201,Ormond,4,townhouse,1425000.0,S,Buxton,2017-05-20,11.8,3204,4.0,2.0,2.0,314.0,189.0,Glen Eira,-37.9084,145.0532,Southern Metropolitan,3578.0,18.9,-0.2485089463220676,5,17.0,5,Rd,1
8202,Ormond,1,unit,311500.0,PI,Ray,2017-04-29,11.8,3204,1.0,1.0,1.0,0.0,126.0,Glen Eira,-37.9032,145.0455,Southern Metropolitan,3578.0,42.0,1.0,4,47.0,5,Rd,1
8203,other,3,unit,835000.0,S,Nelson,2017-05-06,2.6,3052,3.0,1.0,1.0,0.0,126.0,Melbourne,-37.7867,144.9572,Northern Metropolitan,2309.0,18.0,1.0,5,39.0,5,Av,1
8204,other,4,house,3970000.0,S,Collins,2017-05-13,2.6,3052,4.0,3.0,1.0,289.0,126.0,Melbourne,-37.7959,144.9569,Northern Metropolitan,2309.0,11.454545454545455,-0.3927710843373494,5,47.0,5,St,1
8205,other,3,house,2790000.0,S,Collins,2017-05-20,2.6,3052,3.0,2.0,1.0,180.0,120.0,Melbourne,-37.7961,144.9538,Northern Metropolitan,2309.0,15.0,-0.2,5,127.0,5,Dr,1
8206,Pascoe Vale,3,house,755000.0,S,Nelson,2017-05-06,9.9,3044,3.0,2.0,2.0,294.0,110.0,Moreland,-37.7215,144.9251,Northern Metropolitan,7485.0,13.75,-0.45544554455445546,5,67.0,5,Rd,1
8207,Pascoe Vale,2,house,750000.0,PI,Nelson,2017-05-06,9.9,3044,2.0,1.0,2.0,531.0,126.0,Moreland,-37.7189,144.9508,Northern Metropolitan,7485.0,25.2,-0.6164383561643836,5,47.0,5,St,1
8208,Pascoe Vale,2,house,999000.0,S,Nelson,2017-04-08,9.9,3044,2.0,1.0,1.0,587.0,95.0,Moreland,-37.7306,144.9357,Northern Metropolitan,7485.0,19.0,-0.7214076246334311,4,97.0,5,St,1
8209,Pascoe Vale,3,house,800000.0,SP,Nelson,2017-04-08,9.9,3044,3.0,1.0,0.0,793.0,126.0,Moreland,-37.7182,144.9506,Northern Metropolitan,7485.0,18.0,-0.7257889009793254,4,47.0,5,St,1
8210,Pascoe Vale,4,house,800000.0,S,Nelson,2017-04-08,9.9,3044,4.0,1.0,1.0,593.0,131.0,Moreland,-37.7278,144.9463,Northern Metropolitan,7485.0,14.555555555555555,-0.638121546961326,4,47.0,5,St,1
8211,Pascoe Vale,3,house,806000.0,SP,Brad,2017-04-08,9.9,3044,3.0,1.0,1.0,488.0,126.0,Moreland,-37.7253,144.9467,Northern Metropolitan,7485.0,18.0,-0.5895765472312704,4,47.0,5,St,1
8212,Pascoe Vale,4,house,770000.0,S,Nelson,2017-05-13,9.9,3044,4.0,1.0,2.0,596.0,130.0,Moreland,-37.7195,144.9456,Northern Metropolitan,7485.0,14.444444444444445,-0.6418732782369146,5,57.0,5,Ct,1
8213,Pascoe Vale,2,unit,496000.0,S,Brad,2017-05-13,9.9,3044,2.0,1.0,1.0,136.0,126.0,Moreland,-37.7218,144.9406,Northern Metropolitan,7485.0,25.2,-0.03816793893129771,5,47.0,5,Rd,1
8214,Pascoe Vale,3,house,585000.0,S,YPA,2017-05-13,9.9,3044,3.0,1.0,1.0,0.0,129.0,Moreland,-37.7243,144.9473,Northern Metropolitan,7485.0,18.428571428571427,1.0,5,17.0,5,St,1
8215,Pascoe Vale,2,townhouse,540000.0,VB,Nelson,2017-05-13,9.9,3044,2.0,1.0,2.0,240.0,126.0,Moreland,-37.7217,144.924,Northern Metropolitan,7485.0,25.2,-0.3114754098360656,5,47.0,5,Rd,1
8216,Pascoe Vale,3,house,708000.0,S,hockingstuart,2017-05-13,9.9,3044,3.0,1.0,2.0,321.0,94.0,Moreland,-37.7242,144.9424,Northern Metropolitan,7485.0,13.428571428571429,-0.5469879518072289,5,67.0,5,St,1
8217,Pascoe Vale,2,unit,497000.0,SP,Nelson,2017-05-13,9.9,3044,2.0,1.0,1.0,123.0,126.0,Moreland,-37.7181,144.9322,Northern Metropolitan,7485.0,25.2,0.012048192771084338,5,47.0,5,Gr,1
8218,Pascoe Vale,3,house,800000.0,S,Brad,2017-05-13,9.9,3044,3.0,1.0,2.0,506.0,126.0,Moreland,-37.7187,144.9433,Northern Metropolitan,7485.0,18.0,-0.6012658227848101,5,47.0,5,St,1
8219,Pascoe Vale,4,house,1395000.0,S,Nelson,2017-05-20,9.9,3044,4.0,3.0,4.0,590.0,126.0,Moreland,-37.7302,144.9357,Northern Metropolitan,7485.0,11.454545454545455,-0.6480446927374302,5,47.0,5,St,1
8220,Pascoe Vale,2,unit,427500.0,S,hockingstuart,2017-05-20,9.9,3044,2.0,1.0,1.0,134.0,75.0,Moreland,-37.7216,144.9292,Northern Metropolitan,7485.0,15.0,-0.2822966507177033,5,29.0,5,Rd,1
8221,Pascoe Vale,3,townhouse,560000.0,S,Nelson,2017-05-20,9.9,3044,3.0,2.0,1.0,141.0,94.0,Moreland,-37.7177,144.9328,Northern Metropolitan,7485.0,11.75,-0.2,5,8.0,5,Rd,1
8222,Pascoe Vale,5,house,1410000.0,PI,Brad,2017-04-22,9.9,3044,5.0,3.0,4.0,1004.0,126.0,Moreland,-37.7321,144.9353,Northern Metropolitan,7485.0,9.692307692307692,-0.7769911504424779,4,47.0,5,St,1
8223,Pascoe Vale,2,townhouse,520000.0,S,Brad,2017-04-22,9.9,3044,2.0,1.0,1.0,0.0,82.0,Moreland,-37.7324,144.9377,Northern Metropolitan,7485.0,16.4,1.0,4,6.0,5,St,1
8224,Pascoe Vale,3,house,1017500.0,S,Brad,2017-04-22,9.9,3044,3.0,1.0,1.0,620.0,126.0,Moreland,-37.7303,144.9445,Northern Metropolitan,7485.0,18.0,-0.6621983914209115,4,47.0,5,Gr,1
8225,Pascoe Vale,2,house,910000.0,S,other,2017-04-22,9.9,3044,2.0,1.0,3.0,602.0,126.0,Moreland,-37.724,144.9447,Northern Metropolitan,7485.0,25.2,-0.6538461538461539,4,47.0,5,St,1
8226,Pascoe Vale,5,house,958000.0,S,Nelson,2017-04-29,9.9,3044,5.0,2.0,2.0,706.0,166.0,Moreland,-37.7328,144.9281,Northern Metropolitan,7485.0,13.833333333333334,-0.6192660550458715,4,67.0,5,Pde,1
8227,Pascoe Vale,3,house,770000.0,PI,Brad,2017-04-29,9.9,3044,3.0,1.0,1.0,603.0,126.0,Moreland,-37.7186,144.9318,Northern Metropolitan,7485.0,18.0,-0.654320987654321,4,47.0,5,Gr,1
